id,spend12,age,dist,pop,tripFreq,nMarketing
3583420.528,979.47,59,1.061,36157,1.81,0
1740947.956,942.91,57,2.515,24768,1.58,1
2784097.995,584.65,45,11.284,51297,2.2,0
4522831.575,815.56,52,2.127,30824,0.73,1
1402028.204,1140.09,65,6.899,37964,1.98,0
2257804.38,716.37,50,3.868,25279,1.87,0
1257176.608,984.01,60,1.549,37273,2.25,0
4692626.513,588.41,45,3.741,28810,0.73,0
1068792.537,288.97,29,2.532,24657,0.8,0
1211774.186,1224.44,67,1.804,21723,1.11,0
2409100.643,915.75,58,1.957,53093,2.83,0
1203583.051,795.28,51,10.771,34553,0.38,1
4161402.612,1463.18,74,1.61,48181,0.68,0
4774206.666,955.02,58,4.964,31243,2.95,0
1254732.537,1197.61,67,5.351,53482,1.27,0
4148319.268,566.06,44,2.474,43814,2.46,0
2785544.73,1038.97,60,3.704,39585,1.73,1
5040707.033,1010.03,61,7.955,54564,2.71,0
4358321.207,612.43,44,1.793,22418,2.52,1
1109435.758,542.26,42,1.887,46939,1.58,0
4447694.834,547.13,40,3.842,56886,1.15,1
5436773.043,1161,63,4.066,21894,0.33,1
3686046.324,309.01,31,2.18,48398,0.53,0
5425131.793,895.44,46,1.532,38981,1.89,3
5570872.554,392.62,32,9.634,52582,0.18,1
5244899.736,296.19,29,7.255,44728,2.51,0
2467546.179,356.47,30,3.742,59714,1.08,1
4920932.058,478.37,39,3.061,31789,2.46,0
3468509.953,1070.1,62,11.146,29980,0.7,0
5912869.966,761.58,50,3.868,54361,0.59,1
2216005.404,691.47,50,2.254,43662,1.19,0
1364997.598,521.38,41,4.644,26066,1.28,0
2158282.983,997.25,54,1.114,43960,1.68,2
2399558.458,692.86,46,1.888,47787,1.41,1
5854801.594,894.5,57,1.764,21006,0.8,0
4294978.908,520.08,41,1.92,27611,1.56,0
4350560.672,715.34,51,1.833,38510,0.62,0
2049192.637,547.04,41,1.132,57297,1.93,1
5953112.261,609.93,44,1.708,43631,1.36,1
3670440.503,436.92,37,3.729,26618,0.92,0
3871863.638,718.5,49,4.549,57749,0.15,1
4861198.683,416.33,34,7.91,53959,1.15,1
2785447.154,1139.06,54,1.738,53844,2.99,3
2283306.159,588.38,45,5.37,57810,0.67,0
2582229.382,1357.36,71,1.314,35709,1.24,0
4722218.064,733.28,48,2.478,47586,0.23,1
3498329.878,749.71,49,3.996,39058,2.16,1
4544045.927,655.3,47,1.166,57268,1.17,0
3074482.261,1035.66,62,1.867,47149,1.76,0
2049556.08,1108.9,64,9.084,34399,0.48,0
1404313.243,737.39,48,1.132,52511,1.15,1
1796450.592,667.39,48,6.665,42460,2.39,0
3520448.038,749.3,52,7.131,30303,1.66,0
5177203.361,743.57,37,3.961,50558,2.67,3
3437249.915,772.79,52,2.329,27315,1.76,0
3163659.458,895.85,55,8.449,32640,1.05,1
5403457.923,669.79,49,1.257,34796,2.9,0
4824558.57,915.07,58,7.462,25403,2.57,0
1274304.933,646.4,48,8.646,52929,1.99,0
1996088.804,690.21,46,2.281,38418,1.41,1
4434123.443,974.21,59,1.304,56948,0.45,0
5496253.575,912.95,58,9.509,56631,1.21,0
1228693.449,702.91,49,8.734,45827,1.23,0
1448090.462,804.95,54,1.279,58849,2.84,0
3204384.047,871.84,53,4.604,54730,2.04,1
4889828.238,469.29,40,3.142,52803,1.9,0
1700425.468,698.62,49,1.491,31751,2.64,0
4393743.463,911.35,51,4.038,58067,1.87,2
1237990.048,792.39,50,5.905,27404,1.46,1
4028238.779,522.18,38,1.65,56087,2.16,1
3250722.21,473.06,37,5.748,31660,1.7,1
4738904.205,755.51,50,6.761,44605,1.56,1
1885747.615,529.98,39,1.565,44508,0.65,1
4274285.578,1203.3,57,8.404,26303,1.51,3
1820542.251,854,56,1.519,48846,0.65,0
2308568.61,655.18,48,9.582,35021,0.6,0
1475186.927,493.18,41,4.191,23167,2.32,0
2972300.813,1000.59,59,1.756,56065,1.45,1
2066091.158,608.79,45,1.17,54572,2.5,0
4202657.002,669.63,48,1.137,40009,0.27,0
2288098.282,694.24,47,1.385,24013,2.01,1
1473070.215,727.7,48,1.187,48439,1.39,1
1351991.707,509.9,41,3.665,37565,0.54,0
1941781.516,1100.73,64,1.446,41833,1.39,0
5365692.437,808.34,51,4.022,49666,0.45,1
5905517.972,1243.46,58,8.247,45952,0.2,3
2954598.505,343.46,34,4.271,39063,0.44,0
1089492.556,1127.61,64,7.926,47817,2.81,0
1222723.02,1042.63,59,1.851,55710,1.82,1
1538821.267,891.31,55,6.456,39610,1.82,1
3851504.748,982.64,59,3.055,31978,2.42,0
5195093.797,859.78,56,9.102,56801,0.8,0
5075149.13,1017.08,55,2.204,48590,1.21,2
5309242.42,386.48,35,4.202,50333,1.42,0
5265834.093,1155.2,63,4.766,43509,2.01,1
4997521.924,1131.18,62,5.585,29811,1.63,1
1098659.113,1356.13,69,1.309,27047,1.5,1
3613355.481,819.69,54,7.614,32023,0.06,0
2817559.173,755.53,51,4.219,27461,1.28,0
4134924.083,680.98,48,1.432,20882,1.11,0
5579589.531,950.07,56,1.34,21554,0.76,1
1914102.349,808.45,52,12.09,28299,2.57,1
3242951.592,951.55,58,5.782,45512,2.33,0
2285706.429,692.23,50,3.608,47865,1.91,0
3970592.822,886.56,56,3.244,32443,0.3,0
2982427.385,741.03,48,2.176,48673,1.2,1
5368022.04,1044.87,62,7.842,25414,0.31,0
1874905.202,927.06,58,1.133,49230,2.37,0
5047551.997,943.26,56,9.074,39762,2.04,1
4971113.885,676.56,46,6.272,55690,0.22,1
4024421.303,1426.23,73,2.103,39975,1.57,0
1260801.261,587.03,44,2.415,51048,1.44,0
4456611.409,1270.9,67,7.723,37983,2.75,1
1757051.406,843.71,53,11.273,44015,1.08,1
2002869.942,710.54,47,2.654,22050,1.22,1
1517435.574,527.28,43,1.515,24417,0.87,0
1063309.29,809.8,53,4.323,53435,1.83,0
4262695.516,1186.98,61,6.009,48873,0.15,2
2210198.748,1036.92,60,5.916,40099,2.2,1
1644676.685,503.35,41,4.489,53949,1.64,0
1291614.864,883.97,57,4.936,39276,1.63,0
4534144.893,941.89,58,1.538,27820,2.04,0
1152761.935,996.83,58,1.774,59324,1.33,1
5401620.955,995.98,54,9.038,21435,0.9,2
1081555.616,1273.26,69,5.224,40477,2.42,0
3550318.355,1065.01,61,2.974,34086,1.77,1
4221680.218,1228.64,65,1.083,22510,2.2,1
4483850.09,889.18,56,9.851,40988,0.57,0
4289666.109,632.47,48,3.954,31071,0.07,0
2282602.706,1096.21,62,1.53,22644,1.16,1
5988862.076,828.56,55,6.859,33005,1.56,0
4463717.557,824.29,52,7.841,21647,2.75,1
1253251.668,774.71,53,7.199,29857,1.2,0
1508326.915,1092.96,63,1.292,40003,0.82,0
3400830.952,664.04,48,10.122,52303,0.91,0
3347013.995,1349.6,71,3.684,29800,1.36,0
2330979.522,1229.89,59,1.03,54589,0.03,3
1446305.301,792.52,51,1.495,56173,1.15,1
4057303.674,548.39,44,1.428,43279,1.21,0
2974986.613,900.18,55,1.189,25266,1.76,1
3698095.465,916.51,46,5.351,28279,2.47,3
5308029.79,519.19,42,11.639,57955,2.9,0
4762037.937,745.79,52,5.625,31391,2.44,0
4791068.019,1014.4,60,5.866,42201,2.35,0
5619480.266,1070.96,57,3.411,34956,0.18,2
2644849.237,1001.64,61,2.081,39635,0.44,0
1781879.566,882.15,44,11.226,29722,1.3,3
2075981.592,491.88,40,1.289,29020,2.6,0
1564117.648,621.6,46,1.246,55277,0.22,0
1978922.123,914.92,57,5.468,42753,1.77,0
5288305.138,609.62,44,4.882,39779,1.62,1
2138535.816,788.82,50,7.419,42729,0.87,1
4835104.675,944.9,58,8.014,51895,1.94,0
4085710.816,974.93,59,8.57,31338,0.66,0
3845320.638,721.29,51,1.558,43449,0.84,0
1769852.244,751,52,2.545,30638,0.45,0
1174166.077,624.77,46,6.558,49836,0.92,0
5989767.284,662.44,49,2.342,23619,0.32,0
5177868.417,1087.99,61,4.418,41616,0.11,1
3932810.135,788.77,53,9.054,58400,0.04,0
2695583.379,703.77,50,1.432,53852,1.5,0
1834417.191,1564.81,75,2.005,49906,2.33,1
5037050.755,657.55,48,5.726,38389,1.49,0
4247254.011,607.96,43,4.473,31514,0.07,1
4528061.204,503.38,41,1.711,44565,2.04,0
3257453.344,1366.49,69,1.433,40404,1.29,1
1361087.063,310.58,27,2.952,30506,1.72,1
2814819.481,795.18,53,5.39,23711,2.09,0
4235212.845,830.71,54,2.765,54535,0.34,0
4627840.59,402.19,36,2.397,54788,2.45,0
3112333.471,219.6,21,3.06,49801,0.42,1
3957245.292,656,45,1.462,29328,1.42,1
4989497.785,572.09,42,7.159,20459,2.21,1
5238061.159,367.53,29,4.315,37143,2.74,1
1003316.107,779.51,51,11.227,36870,1.86,1
2499915.975,930.95,58,1.516,40292,0.15,0
4469434.466,837.51,55,1.531,45699,0.52,0
5818845.724,1183.99,57,11.464,55656,1.88,3
1648823.163,966.55,59,2.154,38841,2.83,0
1378790.543,803.11,41,3.584,22907,2.44,3
3837730.9,582.44,43,2.882,46420,0.66,1
3775754.655,1413.72,73,10.746,59125,2.18,0
1308037.699,1481.93,73,9.697,56908,1.22,1
4370861.562,504.29,37,10.065,53354,1.96,1
5570086.945,631.23,46,1.545,28610,0.96,0
5438869.359,630.93,47,6.313,26045,1.36,0
2624015.223,462.06,40,1.22,27909,0.34,0
1463358.27,727.93,48,3.012,59265,1.37,1
5155578.12,556.88,44,5.495,22430,2.69,0
1636103.507,1136.37,64,1.19,25438,2.16,0
5343472.773,1172.04,65,3.054,58242,2.26,0
5765482.387,709.9,43,1.424,40208,0.89,2
3495715.27,466.77,40,1.635,31668,2.41,0
4273693.986,1308.36,60,5.083,32839,1.05,3
1968963.834,1259.19,66,11.87,45405,1.2,1
4814279.181,551.48,41,5.573,58979,0.28,1
3737082.748,767.14,52,1.155,26525,0.06,0
2069160.334,787.62,50,4.613,43369,1.84,1
4458834.684,675.82,49,4.238,58401,0.46,0
5864067.048,717.95,51,7.046,48500,2.12,0
3780725.457,726.47,43,1.293,57136,2.9,2
3640391.35,748.44,52,8.232,49424,1.76,0
2082970.033,804,52,1.364,29254,0.86,1
4402826.283,864.41,56,1.051,50321,1.6,0
4730084.167,898.81,55,2.138,44138,1.33,1
3321011.891,671.7,49,1.796,59570,0.91,0
1687090.312,699.35,50,8.808,53965,0.41,0
5071898.062,1152.63,65,11.691,24333,0.98,0
5160806.296,798.88,51,2.12,29602,0.39,1
2771550.403,432.61,38,8.508,41803,1.98,0
5893664.184,1231.7,65,1.019,41667,1.88,1
5940175.111,889.95,56,3.325,36225,2.78,0
4173295.006,774.71,53,10.678,46080,0.59,0
5710761.891,484.37,41,1.907,51383,0.4,0
1070037.312,830.84,53,1.655,52541,0.11,1
1126657.95,915.76,57,10.673,47635,2.21,0
3431593.265,773.46,47,9.177,40866,0.6,2
2339259.906,655.05,46,1.954,38151,0.79,1
4820395.286,778.71,51,2.296,35613,1.38,1
3440271.829,975.62,60,6.53,57610,2.14,0
4734486.731,870.67,44,8.49,58454,2.66,3
1212828.527,1295.8,64,4.477,39575,1.52,2
3203214.138,921.58,57,1.571,30910,1.76,0
1730329.219,1023.03,51,2.375,20817,1.92,3
3209716.477,1004.54,49,1.384,57519,2.59,3
2420571.153,473.78,39,1.591,51606,1.64,0
1368121.217,849.42,44,3.514,44265,2.35,3
4426753.622,1167.91,61,2.552,24248,0.38,2
4974092.297,630.17,45,7.921,38880,0.73,1
3691047.477,402.66,35,8.373,39506,1.14,0
1122939.136,1467.12,72,3.294,54289,1.41,1
2391599.567,1128.14,62,11.956,23101,2.51,1
5204732.919,703.35,49,7.187,38846,0.58,0
3337054.069,963.77,57,1.638,31870,1.09,1
4801057.048,617.03,46,9.536,54643,0.78,0
5990320.38,929.73,58,6.419,49513,1.54,0
4889153.752,805.15,53,9.762,42968,0.9,0
5397835.395,687.06,47,12.049,57373,1.2,1
3467628.57,1136.96,65,2.602,59182,2.5,0
4543589.726,610.88,46,7.337,33667,0.36,0
3437857.973,482.43,39,8.785,32500,1.43,0
4910204.582,1329.65,69,1.22,53501,2.91,1
5559056.873,799.97,51,9.308,32599,0.91,1
2429961.221,633.16,45,5.341,38705,1.46,1
4041855.694,910.09,52,1.726,44706,0.43,2
3705001.832,633.03,48,3.536,31937,0.13,0
5982250.56,675.09,49,4.06,45284,0.91,0
4054223.921,695.23,46,1.783,37765,2.3,1
2051958.795,904.91,57,3.289,59123,1.04,0
2587981.151,1246.51,68,10.398,42737,2.2,0
5529301.927,861.36,44,1.409,41018,1.09,3
2617373.539,1164.53,65,1.713,45839,0.36,0
3804530.561,717.91,48,1.358,42561,2.29,1
4460027.733,1246.27,59,10.996,28168,2.04,3
3799784.588,578.74,45,3.857,55249,1.26,0
2713456.035,720.63,50,1.981,35252,0.11,0
2172487.501,837.26,53,6.766,30680,2.11,1
3148013.785,521.07,38,1.22,47850,2.48,1
4683503.307,946.34,59,9.262,21199,2.53,0
2873284.011,599.77,42,1.402,28944,1.15,1
3443395.831,724.31,51,3.854,33239,0.8,0
5002558.504,1141.75,60,1.015,22922,1.68,2
4415214.784,1226.05,65,1.114,35636,2.33,1
4428426.102,1384.21,72,2.7,44687,1.91,0
1473240.559,694.09,47,1.211,37186,0.04,1
2903448.004,656.86,34,3.658,56644,0.98,3
3034862.993,487.25,37,1.106,39988,1.73,1
2938926.288,814.52,51,8.401,33801,2.68,1
3959635.016,736.53,51,11.226,24475,0.18,0
5182823.471,648.16,48,1.8,38911,1.44,0
3602572.218,766.48,50,6.154,22715,1.69,1
3159931.432,1218.35,58,1.201,50912,2.76,3
5423647.102,1174.28,66,12.029,42067,1.37,0
5551830.711,403.38,37,3.908,34225,0.83,0
1267700.399,722.45,50,2.769,58417,0.85,0
3304119.191,536.73,42,2.002,23464,0.72,0
4586640.109,1039.12,62,4.048,37832,0.77,0
2868640.326,924.98,58,1.394,34782,0.17,0
1149544.658,802.33,54,1.253,55324,2.69,0
1138815.907,498.13,41,8.546,56610,0.83,0
4494771.944,390.86,31,1.842,52047,0.3,1
2294012.886,397.51,35,8.94,26670,1.73,0
5453404.447,708.36,49,1.922,54635,2.71,0
1404205.034,1236.94,68,3.218,58257,2.44,0
5778192.871,452.37,38,2.305,36018,0.27,0
5866346.256,798.79,53,2.782,41687,1.31,0
1700788.089,866.8,55,5.622,29968,2.74,0
4389029.809,677.39,48,6.233,31960,1.04,0
4955986.765,582.62,43,7.77,42079,0.36,1
4505277.66,833.82,54,11.717,34661,0.54,0
2359759.26,456.57,37,5.138,48814,0.46,1
3426827.906,633.15,45,5.504,58723,2.84,1
5385676.197,884.53,57,9.782,31774,2.94,0
1016312.173,499.67,40,2.571,58827,2.25,0
5790611.159,845.24,53,2.484,50823,0.28,1
3406032.974,632.85,46,11.785,23892,0.96,0
5800762.903,683.11,46,8.177,23564,1.51,1
3509447.869,651.08,47,1.166,25067,0.25,0
1111759,873.08,56,2.69,25084,1.72,0
1551152.003,532.22,43,10.151,51653,0.67,0
4737830.53,678.37,49,3.698,44440,2.77,0
3995320.162,907.3,46,2.524,24204,2.24,3
4902148.419,1270.88,68,4.065,47529,1.41,0
5728875.458,1248,68,4.262,41307,1.92,0
2789481.295,904.51,57,1.665,26385,0.63,0
3429163.005,788.77,51,1.333,24870,1.17,1
3632153.057,276.4,28,8.169,57229,1.97,0
